#TE_family	subclass	superfamily	count	idn	sd	indels	tsd	length	frag	nest
ATCOPIA32#LTR/Copia	LTR/Copia	LTR_retrotransposon	382	86	6	8	5,5	5787	88	14
ATCOPIA33#LTR/Copia	LTR/Copia	LTR_retrotransposon	418	85	13	6	5,5	5047	87	25
ATCOPIA34#LTR/Copia	LTR/Copia	LTR_retrotransposon	374	84	9	10	5,5	4752	83	27
ATCOPIA35#LTR/Copia	LTR/Copia	LTR_retrotransposon	456	86	2	7	5,5	4710	96	1
ATCOPIA36#LTR/Copia	LTR/Copia	LTR_retrotransposon	430	94	18	10	5,5	4726	82	14
ATCOPIA37#LTR/Copia	LTR/Copia	LTR_retrotransposon	423	85	3	20	5,5	6028	91	17
ATCOPIA38B#LTR/Copia	LTR/Copia	LTR_retrotransposon	325	82	13	18	5,5	4803	83	7
ATCOPIA38#LTR/Copia	LTR/Copia	LTR_retrotransposon	420	80	6	5	5,5	4832	92	6
ATCOPIA39#LTR/Copia	LTR/Copia	LTR_retrotransposon	55	91	18	12	5,5	4012	92	24
ATCOPIA3#LTR/Copia	LTR/Copia	LTR_retrotransposon	264	86	7	5	5,5	4633	82	25
ATCOPIA41#LTR/Copia	LTR/Copia	LTR_retrotransposon	237	80	19	13	5,5	6478	81	1
ATCOPIA42#LTR/Copia	LTR/Copia	LTR_retrotransposon	260	95	18	19	5,5	7724	98	16
ATCOPIA43#LTR/Copia	LTR/Copia	LTR_retrotransposon	250	90	9	5	5,5	9103	86	22
ATCOPIA44#LTR/Copia	LTR/Copia	LTR_retrotransposon	354	90	1	17	5,5	5194	91	26
ATCOPIA45#LTR/Copia	LTR/Copia	LTR_retrotransposon	293	85	14	12	5,5	4817	89	6
ATCOPIA46#LTR/Copia	LTR/Copia	LTR_retrotransposon	130	89	18	12	5,5	5006	91	8
ATCOPIA47#LTR/Copia	LTR/Copia	LTR_retrotransposon	445	82	18	17	5,5	5063	82	24
ATCOPIA48#LTR/Copia	LTR/Copia	LTR_retrotransposon	423	86	4	12	5,5	5250	89	14
ATCOPIA49#LTR/Copia	LTR/Copia	LTR_retrotransposon	122	95	3	19	5,5	5220	90	5
ATCOPIA4#LTR/Copia	LTR/Copia	LTR_retrotransposon	20	91	20	9	5,5	4753	82	14
ATCOPIA50#LTR/Copia	LTR/Copia	LTR_retrotransposon	357	89	5	8	5,5	5652	98	17
ATCOPIA51#LTR/Copia	LTR/Copia	LTR_retrotransposon	174	89	9	15	5,5	4972	85	24
ATCOPIA52#LTR/Copia	LTR/Copia	LTR_retrotransposon	62	92	4	12	5,5	4937	90	30
ATCOPIA53#LTR/Copia	LTR/Copia	LTR_retrotransposon	182	94	19	16	5,5	5163	81	27
ATCOPIA54#LTR/Copia	LTR/Copia	LTR_retrotransposon	439	88	2	13	5,5	4693	96	28
ATCOPIA55#LTR/Copia	LTR/Copia	LTR_retrotransposon	81	89	19	8	5,5	5278	89	4
ATCOPIA56#LTR/Copia	LTR/Copia	LTR_retrotransposon	88	84	8	16	5,5	5476	92	15
ATCOPIA57#LTR/Copia	LTR/Copia	LTR_retrotransposon	411	90	17	5	5,5	2062	95	0
ATCOPIA58#LTR/Copia	LTR/Copia	LTR_retrotransposon	430	89	3	17	5,5	5903	83	17
ATCOPIA59#LTR/Copia	LTR/Copia	LTR_retrotransposon	46	90	20	12	5,5	4727	92	22
ATCOPIA5#LTR/Copia	LTR/Copia	LTR_retrotransposon	48	93	15	8	5,5	4686	98	5
ATCOPIA60#LTR/Copia	LTR/Copia	LTR_retrotransposon	360	90	7	17	5,5	3291	93	23
ATCOPIA61#LTR/Copia	LTR/Copia	LTR_retrotransposon	450	81	4	6	5,5	5019	93	26
ATCOPIA62#LTR/Copia	LTR/Copia	LTR_retrotransposon	165	90	17	19	5,5	4961	96	12
ATCOPIA63#LTR/Copia	LTR/Copia	LTR_retrotransposon	148	94	3	10	5,5	4819	91	20
ATCOPIA64#LTR/Copia	LTR/Copia	LTR_retrotransposon	24	87	8	8	5,5	4695	86	15
ATCOPIA66#LTR/Copia	LTR/Copia	LTR_retrotransposon	458	85	2	19	5,5	5249	90	29
ATCOPIA67#LTR/Copia	LTR/Copia	LTR_retrotransposon	358	82	6	11	5,5	3972	92	6
ATCOPIA68#LTR/Copia	LTR/Copia	LTR_retrotransposon	281	80	15	7	5,5	4981	81	16
ATCOPIA69A#LTR/Copia	LTR/Copia	LTR_retrotransposon	409	87	13	8	5,5	5156	84	5
ATCOPIA69#LTR/Copia	LTR/Copia	LTR_retrotransposon	183	87	4	12	5,5	5160	88	2
ATCOPIA6#LTR/Copia	LTR/Copia	LTR_retrotransposon	343	81	14	7	5,5	4718	91	4
ATCOPIA70#LTR/Copia	LTR/Copia	LTR_retrotransposon	216	86	7	7	5,5	5041	83	23
ATCOPIA71#LTR/Copia	LTR/Copia	LTR_retrotransposon	178	85	3	12	5,5	5528	87	11
ATCOPIA72#LTR/Copia	LTR/Copia	LTR_retrotransposon	458	90	20	7	5,5	4831	97	18
ATCOPIA73#LTR/Copia	LTR/Copia	LTR_retrotransposon	322	88	20	16	5,5	4870	95	23
ATCOPIA74#LTR/Copia	LTR/Copia	LTR_retrotransposon	262	82	2	6	5,5	3861	87	20
ATCOPIA75#LTR/Copia	LTR/Copia	LTR_retrotransposon	239	86	1	11	5,5	4867	83	23
ATCOPIA76#LTR/Copia	LTR/Copia	LTR_retrotransposon	467	92	20	5	5,5	5720	96	22
ATCOPIA77#LTR/Copia	LTR/Copia	LTR_retrotransposon	88	92	6	17	5,5	4900	89	6
ATCOPIA78#LTR/Copia	LTR/Copia	LTR_retrotransposon	49	91	7	13	5,5	4957	82	9
ATCOPIA79#LTR/Copia	LTR/Copia	LTR_retrotransposon	196	90	1	12	5,5	5342	85	27
ATCOPIA7#LTR/Copia	LTR/Copia	LTR_retrotransposon	228	89	11	6	5,5	5083	88	16
ATCOPIA80#LTR/Copia	LTR/Copia	LTR_retrotransposon	234	88	4	9	5,5	4280	91	26
ATCOPIA81#LTR/Copia	LTR/Copia	LTR_retrotransposon	174	91	9	15	5,5	4966	92	22
ATCOPIA82#LTR/Copia	LTR/Copia	LTR_retrotransposon	162	91	13	5	5,5	5295	84	23
ATCOPIA83#LTR/Copia	LTR/Copia	LTR_retrotransposon	496	92	2	15	5,5	4923	82	8
ATCOPIA84#LTR/Copia	LTR/Copia	LTR_retrotransposon	28	86	15	13	5,5	4882	81	9
ATCOPIA85#LTR/Copia	LTR/Copia	LTR_retrotransposon	98	95	18	20	5,5	3878	91	0
ATCOPIA86#LTR/Copia	LTR/Copia	LTR_retrotransposon	50	93	5	9	5,5	5225	86	27
ATCOPIA87#LTR/Copia	LTR/Copia	LTR_retrotransposon	356	92	16	10	5,5	5221	96	10
ATCOPIA88#LTR/Copia	LTR/Copia	LTR_retrotransposon	290	93	6	17	5,5	5363	81	9
ATCOPIA89#LTR/Copia	LTR/Copia	LTR_retrotransposon	122	80	19	20	5,5	5004	95	6
ATCOPIA8A#LTR/Copia	LTR/Copia	LTR_retrotransposon	402	91	5	6	5,5	5265	89	10
ATCOPIA8B#LTR/Copia	LTR/Copia	LTR_retrotransposon	209	90	19	9	5,5	5085	98	13
ATCOPIA90#LTR/Copia	LTR/Copia	LTR_retrotransposon	195	85	14	11	5,5	5147	98	1
ATCOPIA91#LTR/Copia	LTR/Copia	LTR_retrotransposon	208	83	15	20	5,5	5270	97	3
ATCOPIA92#LTR/Copia	LTR/Copia	LTR_retrotransposon	126	93	9	20	5,5	4803	98	15
ATCOPIA93#LTR/Copia	LTR/Copia	LTR_retrotransposon	425	88	12	11	5,5	5348	87	3
ATCOPIA94#LTR/Copia	LTR/Copia	LTR_retrotransposon	15	82	1	10	5,5	4938	94	17
ATCOPIA95#LTR/Copia	LTR/Copia	LTR_retrotransposon	160	90	13	17	5,5	6821	97	14
ATCOPIA96#LTR/Copia	LTR/Copia	LTR_retrotransposon	103	84	6	13	5,5	4896	92	18
ATCOPIA97#LTR/Copia	LTR/Copia	LTR_retrotransposon	62	86	7	9	5,5	3742	96	25
ATCOPIA9#LTR/Copia	LTR/Copia	LTR_retrotransposon	14	82	12	5	5,5	5066	94	5
Copia-1_AT#LTR/Copia	LTR/Copia	LTR_retrotransposon	137	90	18	7	5,5	4981	80	26
Copia-2_AT#LTR/Copia	LTR/Copia	LTR_retrotransposon	249	93	12	6	5,5	4745	95	11
Copia-3_AT#LTR/Copia	LTR/Copia	LTR_retrotransposon	39	86	14	6	5,5	5154	82	14
ATCOPIA31A_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	491	94	16	5	5,5	288	84	7
ATCOPIA32B_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	245	85	6	16	5,5	766	97	25
ATCOPIA38ALTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	299	89	7	13	5,5	162	96	9
ATCOPIA40_I#LTR/Copia	LTR/Copia	LTR_retrotransposon	303	93	11	7	5,5	4131	88	14
ATCOPIA65ALTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	167	89	9	8	5,5	305	95	9
ATCOPIA65_I#LTR/Copia	LTR/Copia	LTR_retrotransposon	87	85	6	9	5,5	4165	93	25
ENDOVIR1_I#LTR/Copia	LTR/Copia	LTR_retrotransposon	159	82	1	17	5,5	7985	90	1
TA1-2_I#LTR/Copia	LTR/Copia	LTR_retrotransposon	21	85	12	10	5,5	4192	84	6
Os0045_INT#LTR/Copia	LTR/Copia	LTR_retrotransposon	378	95	10	8	5,5	1912	83	4
Os0078_INT#LTR/Copia	LTR/Copia	LTR_retrotransposon	476	92	5	14	5,5	1843	81	27
Os0082_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	426	82	5	6	5,5	423	81	27
Os0083_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	154	81	6	9	5,5	965	97	16
Os0201_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	175	93	1	14	5,5	323	85	28
Os0259_INT#LTR/Copia	LTR/Copia	LTR_retrotransposon	390	91	10	20	5,5	4938	98	6
Os0292_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	404	92	20	11	5,5	216	84	28
Os0323_INT#LTR/Copia	LTR/Copia	LTR_retrotransposon	46	91	13	7	5,5	2444	94	1
Os0338_INT#LTR/Copia	LTR/Copia	LTR_retrotransposon	61	90	3	7	5,5	5164	98	7
Os0352_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	365	86	5	5	5,5	122	88	3
Os0708_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	24	81	3	7	5,5	135	85	8
Os1077_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	116	94	19	6	5,5	1034	98	20
Os1557_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	449	83	7	17	5,5	3222	97	12
Os2167_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	189	85	19	7	5,5	589	84	12
Os2244_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	370	91	7	18	5,5	1697	80	19
Os2617_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	157	86	11	16	5,5	496	96	2
Os2739_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	18	90	8	12	5,5	491	96	0
Os2852_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	224	89	12	5	5,5	286	92	0
Os3040_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	18	95	3	17	5,5	282	93	3
Os3411_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	380	86	18	12	5,5	570	94	24
Os3425_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	471	88	8	17	5,5	470	82	2
Os3447_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	427	89	18	7	5,5	412	88	2
Os3468_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	146	82	19	12	5,5	253	92	9
Os3553_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	364	92	1	8	5,5	406	80	29
Os3564_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	208	95	18	17	5,5	285	91	4
Os3596_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	415	83	11	19	5,5	598	80	13
Os3597_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	201	80	13	5	5,5	932	83	27
Os3638_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	388	89	16	19	5,5	394	94	23
ATGP10#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	344	83	3	7	5,5	7629	93	29
ATGP11#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	276	92	17	20	5,5	4145	83	24
ATGP1#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	94	90	1	5	5,5	8297	84	16
ATGP2#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	107	92	14	11	5,5	7623	94	20
ATGP2N#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	318	86	19	15	5,5	5233	95	2
ATGP3A#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	419	91	13	12	5,5	4997	91	28
ATGP3B#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	203	81	5	15	5,5	5338	93	28
ATGP3#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	340	94	15	14	5,5	5243	80	29
ATGP4#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	271	83	5	8	5,5	5714	80	30
ATGP5A#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	130	94	13	12	5,5	6239	89	13
ATGP5#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	291	88	4	15	5,5	6359	90	21
ATGP6#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	51	94	6	8	5,5	5695	87	11
ATGP7#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	267	82	2	18	5,5	6205	95	16
ATGP8#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	433	81	7	17	5,5	8683	92	23
ATHILA2#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	36	85	10	13	5,5	10923	81	3
ATHILA3#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	408	90	17	11	5,5	10630	94	3
ATHILA4C#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	325	86	9	13	5,5	10955	80	16
ATHILA5#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	410	87	1	7	5,5	10751	93	0
ATHILA6A#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	90	82	18	13	5,5	11611	86	24
ATHILA7#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	365	93	8	7	5,5	12842	85	6
ATHILA8A#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	349	93	1	5	5,5	8869	98	25
ATHILA8B#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	182	95	11	13	5,5	8341	87	9
ATLANTYS1#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	488	82	17	10	5,5	11667	98	19
ATLANTYS2#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	466	91	20	20	5,5	10919	88	11
ATHILA0_I#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	238	80	6	8	5,5	10046	87	6
ATHILA4B_LTR#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	467	93	4	16	5,5	1209	89	17
ATHILA4D_LTR#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	367	93	19	12	5,5	1165	90	24
ATHILA4_I#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	217	80	14	5	5,5	3022	87	5
ATHILA6B_I#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	315	90	7	17	5,5	7963	83	29
ATHILA6C_I#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	222	84	16	13	5,5	10743	94	5
ATHILA7A_I#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	317	83	13	18	5,5	4754	88	5
ROMANIAT5#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	219	84	1	15	5,5	3398	87	12
TA1_AT#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	347	88	16	6	5,5	542	85	0
TAT1_ATH#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	251	82	17	7	5,5	3960	80	27
Os0046_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	42	85	17	18	5,5	1556	89	17
Os0118_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	386	89	7	7	5,5	843	82	7
Os0121_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	344	84	19	19	5,5	1205	98	10
Os0133_INT#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	471	86	7	13	5,5	3342	93	17
Os0141_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	102	88	6	16	5,5	3108	92	25
Os0142_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	8	91	3	7	5,5	3424	90	27
Os0165_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	227	88	19	11	5,5	1459	84	30
Os0172_INT_IC_Dasheng#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	301	94	15	6	5,5	10415	80	11
Os0174_INT_Dasheng#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	8	88	7	7	5,5	6404	98	15
Os0209_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	489	84	17	8	5,5	371	92	24
Os0225_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	50	90	16	6	5,5	5105	86	19
Os0252_INT#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	84	84	5	16	5,5	2168	81	21
Os0262_INT#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	147	83	11	8	5,5	6195	82	16
Os0264_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	214	90	16	10	5,5	3782	93	5
Os0266_INT_IC_Bajie#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	348	83	16	18	5,5	3878	96	26
Os0271_INT#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	363	82	11	13	5,5	2465	88	16
Os0320_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	16	90	7	15	5,5	572	83	10
Os0329_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	24	87	11	11	5,5	3093	82	3
Os0346_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	109	84	16	16	5,5	5866	80	9
Os0404_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	134	85	14	5	5,5	3229	83	16
Os0498_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	171	88	9	11	5,5	1361	93	7
Os0500_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	187	85	17	15	5,5	3981	94	24
Os0706_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	472	94	1	7	5,5	5312	82	10
Os0726_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	213	82	3	15	5,5	819	93	29
Os0735_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	177	81	2	17	5,5	1473	84	16
Os0738_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	141	88	12	15	5,5	5102	88	19
Os0777_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	102	83	1	6	5,5	3864	90	29
Os0869_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	71	88	5	20	5,5	2722	86	21
Os1076_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	62	81	7	11	5,5	1878	87	25
Os1082_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	191	82	12	19	5,5	1147	83	29
Os1164_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	105	90	6	7	5,5	5393	94	0
Os1173_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	294	83	2	5	5,5	5665	89	0
Os1178_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	322	91	5	17	5,5	594	84	25
Os1268_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	187	81	13	19	5,5	6144	91	26
Os1330_LTR_ICL#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	67	81	18	11	5,5	1043	97	21
Os1337_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	16	86	9	16	5,5	1140	81	17
Os1502_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	52	82	4	9	5,5	1679	89	25
Os1597_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	152	88	19	17	5,5	4639	87	20
Os1598_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	359	93	20	13	5,5	4212	81	14
Os1619_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	249	86	19	8	5,5	3303	91	20
Os1699_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	442	83	18	18	5,5	4116	91	24
Os1718_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	479	92	1	8	5,5	337	90	11
Os1737_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	473	82	16	16	5,5	2234	90	24
Os1742_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	234	85	11	17	5,5	661	81	0
Os1888_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	135	94	15	19	5,5	3226	90	22
Os1942_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	444	91	15	6	5,5	3429	94	23
Os1951_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	349	92	20	6	5,5	5280	82	6
Os1956_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	79	88	20	15	5,5	2111	96	25
Os1980_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	98	81	9	11	5,5	1278	93	2
Os2013_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	229	93	19	9	5,5	1285	91	2
Os2123_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	91	81	17	14	5,5	4110	80	13
Os2214_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	252	94	20	8	5,5	5679	93	7
Os2245_INT_Dasheng#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	141	84	14	10	5,5	6340	80	10
Os2258_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	128	94	6	10	5,5	1808	83	17
Os2278_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	274	88	18	15	5,5	4842	82	18
Os2344_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	205	87	5	5	5,5	1118	84	14
Os2490_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	420	87	19	8	5,5	590	97	4
Os2621_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	261	90	1	17	5,5	2775	81	0
Os2710_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	325	92	16	10	5,5	3036	82	26
Os2724_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	365	95	17	15	5,5	4395	82	3
Os2761_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	211	85	12	7	5,5	4125	94	6
Os2796_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	203	84	6	16	5,5	4209	87	24
Os2829_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	433	87	10	19	5,5	940	95	4
Os2845_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	361	95	10	9	5,5	4660	87	15
Os2848_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	140	88	2	9	5,5	1153	82	15
Os3061_INT_Dasheng#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	93	80	2	16	5,5	5804	84	20
Os3063_INT_Dasheng#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	429	87	2	9	5,5	5380	84	3
Os3087_INT#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	398	83	5	17	5,5	2826	93	25
Os3096_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	315	87	10	7	5,5	5516	87	18
Os3341_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	235	90	7	18	5,5	127	83	2
Os3358_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	368	83	10	6	5,5	1484	92	18
Os3403_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	123	87	11	17	5,5	717	96	4
Os3496_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	89	87	4	8	5,5	390	92	12
Os3508_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	110	86	10	9	5,5	317	95	12
