#TE_family	subclass	superfamily	count	idn	sd	indels	tsd	length	frag	nest
Os1557_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	829	94	19	15	5,5	3222	89	26
Os2167_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	33	91	10	13	5,5	589	88	10
Os2244_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	183	94	6	5	5,5	1697	87	20
Os2617_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	165	85	17	14	5,5	496	87	20
Os2739_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	40	89	16	14	5,5	491	97	15
Os2852_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	953	86	10	14	5,5	286	94	0
Os3040_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	318	82	5	9	5,5	282	86	28
Os3411_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	451	91	18	17	5,5	570	95	8
Os3425_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	88	86	17	13	5,5	470	83	24
Os3447_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	722	89	10	7	5,5	412	92	23
Os3468_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	922	87	5	17	5,5	253	90	15
Os3553_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	91	82	13	12	5,5	406	95	17
Os3564_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	586	92	7	11	5,5	285	83	11
Os3596_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	949	80	11	20	5,5	598	88	11
Os3597_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	874	92	16	15	5,5	932	91	18
Os3638_LTR#LTR/Copia	LTR/Copia	LTR_retrotransposon	214	80	14	9	5,5	394	86	12
ATGP10#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	78	93	18	10	5,5	7629	81	2
ATGP11#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	588	85	20	17	5,5	4145	88	12
ATGP1#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	458	81	18	14	5,5	8297	80	20
ATGP2#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	643	83	10	5	5,5	7623	82	14
ATGP2N#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	876	93	18	12	5,5	5233	87	22
ATGP3A#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	642	91	14	18	5,5	4997	93	30
ATGP3B#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	582	95	7	7	5,5	5338	85	22
ATGP3#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	883	90	9	18	5,5	5243	96	28
ATGP4#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	763	91	4	11	5,5	5714	95	24
ATGP5A#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	439	85	1	5	5,5	6239	81	26
ATGP5#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	157	83	6	20	5,5	6359	91	2
ATGP6#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	313	88	4	16	5,5	5695	94	26
ATGP7#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	685	87	15	11	5,5	6205	93	23
ATGP8#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	163	83	6	5	5,5	8683	89	2
ATHILA2#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	629	87	13	17	5,5	10923	96	27
ATHILA3#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	894	87	7	14	5,5	10630	82	26
ATHILA4C#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	626	94	12	10	5,5	10955	91	11
ATHILA5#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	871	85	13	20	5,5	10751	83	8
ATHILA6A#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	187	90	18	9	5,5	11611	92	30
ATHILA7#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	151	80	9	10	5,5	12842	83	20
ATHILA8A#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	524	92	6	15	5,5	8869	88	19
ATHILA8B#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	100	85	19	16	5,5	8341	82	16
ATLANTYS1#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	797	83	8	16	5,5	11667	84	10
ATLANTYS2#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	326	91	9	10	5,5	10919	96	26
ATHILA0_I#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	366	89	20	12	5,5	10046	95	6
ATHILA4B_LTR#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	137	95	16	17	5,5	1209	92	25
ATHILA4D_LTR#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	181	90	15	19	5,5	1165	88	15
ATHILA4_I#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	145	83	10	5	5,5	3022	86	0
ATHILA6B_I#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	724	92	13	7	5,5	7963	97	0
ATHILA6C_I#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	67	89	9	17	5,5	10743	89	27
ATHILA7A_I#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	502	83	17	11	5,5	4754	93	0
ROMANIAT5#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	608	80	13	13	5,5	3398	89	13
TA1_AT#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	873	83	3	20	5,5	542	88	19
TAT1_ATH#LTR/Ty3	LTR/Ty3	LTR_retrotransposon	74	85	18	14	5,5	3960	82	1
Os0046_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	208	80	19	14	5,5	1556	90	17
Os0118_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	391	88	18	8	5,5	843	98	15
Os0121_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	161	80	14	12	5,5	1205	92	0
Os0133_INT#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	358	87	17	9	5,5	3342	81	10
Os0141_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	543	89	8	14	5,5	3108	87	9
Os0142_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	739	89	17	11	5,5	3424	81	13
Os0165_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	767	87	10	12	5,5	1459	82	11
Os0172_INT_IC_Dasheng#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	264	85	13	10	5,5	10415	96	23
Os0174_INT_Dasheng#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	844	94	17	9	5,5	6404	81	27
Os0209_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	230	84	15	6	5,5	371	85	27
Os0225_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	769	92	8	7	5,5	5105	80	21
Os0252_INT#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	289	93	7	15	5,5	2168	92	11
Os0262_INT#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	988	80	7	9	5,5	6195	94	14
Os0264_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	52	91	12	8	5,5	3782	90	5
Os0266_INT_IC_Bajie#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	783	92	13	7	5,5	3878	92	15
Os0271_INT#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	512	80	10	10	5,5	2465	90	11
Os0320_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	7	95	4	10	5,5	572	82	9
Os0329_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	59	85	3	6	5,5	3093	92	7
Os0346_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	405	92	19	6	5,5	5866	90	0
Os0404_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	254	80	14	18	5,5	3229	87	7
Os0498_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	934	81	9	11	5,5	1361	86	18
Os0500_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	97	90	15	15	5,5	3981	95	23
Os0706_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	719	81	18	6	5,5	5312	85	21
Os0726_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	274	93	3	9	5,5	819	90	10
Os0735_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	242	86	4	7	5,5	1473	81	25
Os0738_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	161	94	5	17	5,5	5102	95	14
Os0777_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	801	90	20	17	5,5	3864	82	25
Os0869_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	579	91	13	10	5,5	2722	89	29
Os1076_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	674	95	17	5	5,5	1878	94	26
Os1082_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	891	95	17	13	5,5	1147	90	0
Os1164_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	182	95	1	13	5,5	5393	83	7
Os1173_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	54	93	14	18	5,5	5665	80	8
Os1178_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	254	85	4	14	5,5	594	80	12
Os1268_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	778	95	2	18	5,5	6144	93	9
Os1330_LTR_ICL#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	630	87	8	9	5,5	1043	83	4
Os1337_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	881	95	8	12	5,5	1140	89	10
Os1502_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	92	80	15	11	5,5	1679	84	6
Os1597_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	757	90	6	13	5,5	4639	97	6
Os1598_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	890	85	11	19	5,5	4212	92	8
Os1619_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	926	87	17	14	5,5	3303	98	8
Os1699_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	94	80	19	13	5,5	4116	90	13
Os1718_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	92	82	12	8	5,5	337	97	0
Os1737_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	275	80	10	12	5,5	2234	82	17
Os1742_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	900	82	1	9	5,5	661	81	0
Os1888_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	343	91	14	16	5,5	3226	92	5
Os1942_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	471	91	4	18	5,5	3429	90	27
Os1951_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	632	81	13	18	5,5	5280	92	20
Os1956_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	637	94	13	11	5,5	2111	83	2
Os1980_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	108	95	3	17	5,5	1278	95	25
Os2013_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	269	93	1	12	5,5	1285	80	22
Os2123_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	640	85	19	14	5,5	4110	96	20
Os2214_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	7	90	14	12	5,5	5679	85	18
Os2245_INT_Dasheng#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	522	83	2	10	5,5	6340	90	17
Os2258_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	452	90	12	9	5,5	1808	87	19
Os2278_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	43	81	8	7	5,5	4842	84	9
Os2344_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	429	81	5	20	5,5	1118	92	26
Os2490_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	719	82	12	18	5,5	590	93	19
Os2621_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	75	87	14	10	5,5	2775	98	18
Os2710_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	93	89	10	7	5,5	3036	84	8
Os2724_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	374	80	1	6	5,5	4395	94	0
Os2761_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	506	91	5	19	5,5	4125	85	30
Os2796_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	366	86	6	14	5,5	4209	93	20
Os2829_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	52	89	15	8	5,5	940	90	6
Os2845_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	468	95	20	9	5,5	4660	86	10
Os2848_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	127	94	12	7	5,5	1153	98	7
Os3061_INT_Dasheng#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	564	83	1	14	5,5	5804	85	24
Os3063_INT_Dasheng#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	793	82	6	8	5,5	5380	90	0
Os3087_INT#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	577	83	18	9	5,5	2826	84	8
Os3096_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	735	94	17	19	5,5	5516	96	16
Os3341_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	881	88	16	20	5,5	127	80	19
Os3358_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	862	95	17	18	5,5	1484	96	9
Os3403_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	409	88	2	13	5,5	717	86	19
Os3496_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	475	93	8	12	5,5	390	96	10
Os3508_LTR#LTR/Gypsy	LTR/Gypsy	LTR_retrotransposon	412	86	8	15	5,5	317	88	16
